,id,question_number,answer,correct,hint_asked,hint_imposed,hint_ans,hint_correct,answer_before_prompt,time_full,time_after_hint,question_id,game_id,hint_used,changed_answer,changed_to_hint,hint_trusted,correct_ans,wrong_hint_trusted,decepted,question_count
251,252,4,B,0,1,0,B,0.0,,32.17167122499086,25.815329391974956,196,45,1,,,1.0,D,1.0,,3
252,253,10,A,0,0,0,,,,6.643905031029135,,1942,47,0,,,,C,,,20
253,254,2,C,1,1,0,A,0.0,,42.08661624905653,28.335781410802156,2526,54,1,,,0.0,C,0.0,,2
254,255,4,C,1,0,1,A,0.0,C,15.353214018978179,7.626032543135807,311,53,1,0.0,0.0,0.0,C,0.0,0.0,7
255,256,8,B,0,0,0,,,,9.558651628904045,,1405,47,0,,,,C,,,21
256,257,3,D,1,0,0,,,,9.347543418873101,,1904,54,0,,,,D,,,3
257,258,3,C,1,0,1,B,0.0,C,15.504278468899429,6.6944658369757235,1190,45,1,0.0,0.0,0.0,C,0.0,0.0,4
258,259,5,D,0,0,0,,,,12.500737816095352,,1491,53,0,,,,C,,,8
259,260,4,A,0,1,0,A,0.0,,28.06305510387756,16.847407046006992,2164,49,1,,,1.0,D,1.0,,5
260,261,8,A,0,0,1,B,1.0,A,9.807757223956287,2.203957757912576,686,47,1,0.0,0.0,0.0,B,0.0,0.0,22
261,262,4,B,1,0,0,,,,132.21965587092564,,3028,46,0,,,,B,,,4
262,263,4,B,1,1,0,D,0.0,,20.477400070987642,7.0481171840801835,2149,45,1,,,0.0,B,0.0,,5
263,264,8,A,0,0,1,C,1.0,A,15.34397931303829,1.3475898681208491,211,47,1,0.0,0.0,0.0,C,0.0,0.0,23
264,265,3,D,1,1,0,C,0.0,,21.8263931509573,16.96114272205159,390,53,1,,,0.0,D,0.0,,9
265,266,8,B,0,0,1,A,1.0,B,7.307118677068502,1.8073285771533847,1517,47,1,0.0,0.0,0.0,A,0.0,0.0,24
266,267,4,B,1,0,0,,,,10.757254604017362,,2046,53,0,,,,B,,,10
267,268,4,A,1,1,0,A,1.0,,41.9049071688205,26.09842296410352,2537,54,1,,,1.0,A,0.0,,4
268,269,8,D,0,0,1,C,1.0,D,10.700670873979107,1.5923700230196118,2055,47,1,0.0,0.0,0.0,C,0.0,0.0,25
269,270,5,A,0,0,0,,,,10.34321375307627,,326,53,0,,,,C,,,11
270,271,5,B,0,1,0,B,0.0,,29.78081621415913,18.25585278798826,984,46,1,,,1.0,A,1.0,,5
271,272,5,D,1,1,0,D,1.0,,166.9575446511153,22.409754371037707,937,44,1,,,1.0,D,0.0,,6
272,273,3,D,1,0,0,,,,10.613919088151306,,2253,53,0,,,,D,,,12
273,274,3,C,1,1,0,C,1.0,,54.453164531849325,26.467698970111087,2002,49,1,,,1.0,C,0.0,,6
274,275,5,C,1,1,0,C,1.0,,26.92613843595609,19.62938185199164,312,54,1,,,1.0,C,0.0,,5
275,276,6,B,1,1,0,B,1.0,,23.514801953919232,4.377615693025291,721,44,1,,,1.0,B,0.0,,7
276,277,3,C,1,0,1,A,0.0,C,30.398235017200932,3.2818552430253476,154,46,1,0.0,0.0,0.0,C,0.0,0.0,6
277,278,6,C,1,1,0,C,1.0,,19.381989911897108,10.854482230031863,2708,54,1,,,1.0,C,0.0,,6
278,279,7,D,0,1,0,C,1.0,,113.44511945801787,89.06129285600036,2341,50,1,,,0.0,C,0.0,,10
279,280,4,D,0,1,0,D,0.0,,8.929859441937879,3.4294322528876364,2266,46,1,,,1.0,B,1.0,,7
280,281,7,C,1,0,0,,,,9.934334994060919,,1056,54,0,,,,C,,,7
281,282,3,B,0,0,0,,,,8.215362048940733,,2430,46,0,,,,A,,,8
282,283,5,C,1,1,0,C,1.0,,87.04789698403329,81.53293455694802,1368,45,1,,,1.0,C,0.0,,6
283,284,3,A,0,0,1,B,1.0,A,14.184437109855935,3.5601342800073326,1055,50,1,0.0,0.0,0.0,B,0.0,0.0,11
284,285,7,D,1,1,0,D,1.0,,34.582387431990355,9.591374119045213,2070,44,1,,,1.0,D,0.0,,8
285,286,3,A,1,0,1,A,1.0,D,12.258371654897928,5.008018627064303,2959,46,1,1.0,1.0,1.0,A,0.0,0.0,9
286,287,1,B,1,1,0,B,1.0,,8.61844669491984,3.6172189288772643,1030,56,1,,,1.0,B,0.0,,0
287,288,4,D,1,1,0,D,1.0,,83.5045868549496,77.57145704119466,2517,49,1,,,1.0,D,0.0,,7
288,289,4,C,0,1,0,C,0.0,,35.33317373110913,27.466748191043735,2829,46,1,,,1.0,A,1.0,,10
289,290,3,C,1,0,1,A,0.0,C,32.77269242191687,7.905820165993646,1784,50,1,0.0,0.0,0.0,C,0.0,0.0,12
290,291,3,A,1,0,1,B,0.0,A,8.291342589072883,2.4627492839936167,2559,46,1,0.0,0.0,0.0,A,0.0,0.0,11
291,292,5,A,1,1,0,D,0.0,,18.395270926179364,12.392682971898466,2847,49,1,,,0.0,A,0.0,,8
292,293,8,B,0,1,0,B,0.0,,14.739504856988788,5.650720077101141,1772,44,1,,,1.0,A,1.0,,9
293,294,6,C,1,1,0,C,1.0,,66.79248242499307,58.61552736302838,2910,45,1,,,1.0,C,0.0,,7
294,295,4,B,1,1,0,B,1.0,,13.577396248001605,2.786231609992683,2419,46,1,,,1.0,B,0.0,,12
295,296,8,C,0,1,0,C,0.0,,61.605980349937454,18.08149397978559,1748,54,1,,,1.0,D,1.0,,8
296,297,4,B,0,1,0,B,0.0,,37.537053159903735,19.096516184974462,2811,50,1,,,1.0,C,1.0,,13
297,298,6,B,1,1,0,A,0.0,,24.42872597789392,16.463910795981064,2370,49,1,,,0.0,B,0.0,,9
298,299,8,C,0,1,0,C,0.0,,13.70885762013495,10.553700600052252,960,54,1,,,1.0,D,1.0,,9
299,300,3,B,1,0,0,,,,9.780068973079324,,2753,50,0,,,,B,,,14
300,301,5,C,0,1,0,A,0.0,,34.74149516504258,24.972735658986494,196,46,1,,,0.0,D,0.0,,13
301,302,8,D,1,0,1,A,0.0,D,35.343635155120865,27.497581471921876,84,44,1,0.0,0.0,0.0,D,0.0,0.0,10
302,303,4,B,1,0,0,,,,9.082187419990078,,965,50,0,,,,B,,,15
303,304,3,B,1,1,0,B,1.0,,9.01209957501851,2.242757970932871,1413,46,1,,,1.0,B,0.0,,14
304,305,8,C,1,1,0,C,1.0,,13.643571280874312,7.773730099899694,1466,54,1,,,1.0,C,0.0,,10
305,306,7,B,1,1,0,B,1.0,,32.08964946283959,14.692098690895364,624,49,1,,,1.0,B,0.0,,10
306,307,7,C,1,1,0,C,1.0,,56.03450349997729,48.945451102918014,418,45,1,,,1.0,C,0.0,,8
307,308,9,A,1,1,0,A,1.0,,10.579586392035708,2.8644266019109637,2405,54,1,,,1.0,A,0.0,,11
308,309,4,A,0,1,0,A,0.0,,12.785413141129538,6.800162459956482,254,46,1,,,1.0,B,1.0,,15
309,310,9,C,0,1,0,C,0.0,,25.864046048140153,13.745569209102541,2983,44,1,,,1.0,B,1.0,,11
310,311,10,B,1,0,1,D,0.0,B,13.95423351204954,7.7883350409101695,2433,54,1,0.0,0.0,0.0,B,0.0,0.0,12
311,312,3,C,1,1,0,C,1.0,,15.602125658886507,2.8118620661552995,921,46,1,,,1.0,C,0.0,,16
312,313,11,A,1,1,0,D,0.0,,15.41052907682024,6.085865107132122,194,54,1,,,0.0,A,0.0,,13
313,314,8,B,1,0,1,D,0.0,B,19.35501215304248,2.0796986459754407,570,44,1,0.0,0.0,0.0,B,0.0,0.0,12
314,315,12,C,1,1,0,C,1.0,,10.732683156849816,3.0760644408874214,1369,54,1,,,1.0,C,0.0,,14
315,316,4,D,0,0,1,D,0.0,A,34.279489952139556,12.660418641055003,1876,46,1,1.0,1.0,1.0,A,1.0,1.0,17
316,317,3,B,1,0,0,,,,9.147001844830811,,2127,46,0,,,,B,,,18
317,318,8,A,1,1,0,A,1.0,,42.891215538140386,18.15022810199298,1227,49,1,,,1.0,A,0.0,,11
318,319,4,A,1,1,0,A,1.0,,8.5912827369757,2.62793792411685,2965,46,1,,,1.0,A,0.0,,19
319,320,5,B,0,1,0,B,0.0,,20.58278261194937,4.824949437985197,642,46,1,,,1.0,D,1.0,,20
320,321,3,A,0,0,0,,,,7.20753550902009,,1379,46,0,,,,D,,,21
321,322,3,A,1,0,0,,,,4.812453988939524,,231,46,0,,,,A,,,22
322,323,5,B,1,0,1,C,0.0,B,128.7030658100266,116.83700077910908,764,50,1,0.0,0.0,0.0,B,0.0,0.0,16
323,324,9,C,1,1,0,A,0.0,,51.40590617782436,30.622562661068514,1373,49,1,,,0.0,C,0.0,,12
324,325,4,C,1,1,0,C,1.0,,8.287379189860076,2.5099455129820853,2724,46,1,,,1.0,C,0.0,,23
325,326,6,B,1,0,0,,,,9.99446414411068,,2706,50,0,,,,B,,,17
326,327,9,B,0,1,0,B,0.0,,99.44403161294758,80.77560236584395,1849,44,1,,,1.0,D,1.0,,13
327,328,10,D,0,1,0,D,0.0,,32.21335593285039,23.43326929700561,2980,49,1,,,1.0,C,1.0,,13
328,329,8,C,1,0,1,D,0.0,C,19.904229369945824,10.283826659899205,2760,44,1,0.0,0.0,0.0,C,0.0,0.0,14
329,330,5,B,1,1,0,C,0.0,,40.20710916002281,6.786235724110156,2052,46,1,,,0.0,B,0.0,,24
330,331,8,B,1,1,0,B,1.0,,9.169677299913019,3.1011269229929894,2812,49,1,,,1.0,B,0.0,,14
331,332,9,B,1,1,0,B,1.0,,13.97666806099005,3.0587302302010357,1223,44,1,,,1.0,B,0.0,,15
332,333,6,A,1,1,0,A,1.0,,10.205241765128449,3.1649692431092262,1626,46,1,,,1.0,A,0.0,,25
333,334,10,C,1,0,0,,,,10.302864636061713,,823,44,0,,,,C,,,16
334,335,11,B,1,0,1,A,0.0,B,9.130862737074494,3.2030396540649235,2370,44,1,0.0,0.0,0.0,B,0.0,0.0,17
335,336,7,B,1,1,0,B,1.0,,19.5861784319859,3.9981141400057822,2997,46,1,,,1.0,B,0.0,,26
336,337,7,A,1,1,0,A,1.0,,66.65425385395065,31.617587034823373,2191,50,1,,,1.0,A,0.0,,18
337,338,9,D,1,1,0,D,1.0,,31.332047163974494,21.20429512206465,360,49,1,,,1.0,D,0.0,,15
338,339,8,B,1,1,0,B,1.0,,9.677260132040828,3.289650473045185,2472,46,1,,,1.0,B,0.0,,27
339,340,9,A,1,1,0,A,1.0,,13.283729470102116,4.060673690168187,2968,46,1,,,1.0,A,0.0,,28
340,341,10,B,1,1,0,B,1.0,,45.79495355905965,40.17593998997472,781,49,1,,,1.0,B,0.0,,16
341,342,10,B,1,1,0,B,1.0,,13.002101998077706,3.1166497839149088,2560,46,1,,,1.0,B,0.0,,29
342,343,11,C,1,0,0,,,,5.10711860191077,,2117,46,0,,,,C,,,30
343,344,12,C,1,0,0,,,,8.674330399138853,,140,46,0,,,,C,,,31
344,345,11,B,1,1,0,D,0.0,,20.500465831020847,15.168335519963875,1420,49,1,,,0.0,B,0.0,,17
345,346,8,D,0,1,0,D,0.0,,73.22821319103241,40.762148302048445,2836,50,1,,,1.0,B,1.0,,19
346,347,12,B,1,1,0,B,1.0,,100.40628720703535,84.91891685687006,2689,44,1,,,1.0,B,0.0,,18
347,348,12,A,0,1,0,C,1.0,,37.86430972884409,31.62214033002965,2391,49,1,,,0.0,C,0.0,,18
348,349,8,A,1,1,0,A,1.0,,12.390662711113691,5.43239099602215,1028,49,1,,,1.0,A,0.0,,19
349,350,9,C,1,1,0,C,1.0,,9.775977999903262,4.576158006908372,568,49,1,,,1.0,C,0.0,,20
350,351,1,C,0,0,1,C,0.0,D,23.087695840978995,9.585800030035898,2114,57,1,1.0,1.0,1.0,D,1.0,1.0,0
351,352,10,A,0,1,0,A,0.0,,15.450327117927372,8.636744887800887,1622,49,1,,,1.0,C,1.0,,21
352,353,8,C,0,1,0,C,0.0,,28.99889109702781,25.21649848879315,1392,49,1,,,1.0,B,1.0,,22
353,354,8,D,0,1,0,B,1.0,,10.856367493979633,2.95747846015729,52,49,1,,,0.0,B,0.0,,23
354,355,8,B,0,1,0,B,0.0,,373.37284956290387,361.0997172538191,897,45,1,,,1.0,A,1.0,,9
355,356,4,D,1,0,1,D,1.0,A,730.328468128806,11.305400690995157,532,53,1,1.0,1.0,1.0,D,0.0,0.0,13
356,357,5,A,1,0,0,,,,18.174603417981416,,133,53,0,,,,A,,,14
357,358,6,B,0,0,0,,,,23.749077273067087,,1870,53,0,,,,D,,,15
358,359,3,C,0,0,1,C,0.0,A,11.9938320920337,3.9589022090658545,1591,53,1,1.0,1.0,1.0,A,1.0,1.0,16
359,360,3,C,0,0,0,,,,9.119594044983387,,2093,53,0,,,,D,,,17
360,361,3,B,0,1,0,B,0.0,,17.197254159022123,11.209876968059689,2209,53,1,,,1.0,C,1.0,,18
361,362,3,B,1,1,0,B,1.0,,12.74178603105247,4.5332276239059865,968,53,1,,,1.0,B,0.0,,19
362,363,4,B,1,0,1,C,0.0,B,11.404488370986655,6.608232824131846,1449,53,1,0.0,0.0,0.0,B,0.0,0.0,20
363,364,5,B,1,1,0,B,1.0,,19.190566781908274,8.28232990205288,1992,53,1,,,1.0,B,0.0,,21
364,365,1,B,0,1,0,B,0.0,,88.49525919300504,73.96005017287098,2730,58,1,,,1.0,C,1.0,,0
365,366,6,D,1,1,0,D,1.0,,20.45158250001259,10.983616233803332,1173,53,1,,,1.0,D,0.0,,22
366,367,7,A,1,1,0,A,1.0,,17.53455289104022,5.064397392095998,729,53,1,,,1.0,A,0.0,,23
367,368,1,C,1,0,1,A,0.0,C,32.57106361887418,22.964654542971402,2223,58,1,0.0,0.0,0.0,C,0.0,0.0,1
368,369,2,D,1,0,0,,,,6.934970468049869,,2700,58,0,,,,D,,,2
369,370,3,B,1,0,0,,,,19.02266376116313,,1566,58,0,,,,B,,,3
370,371,4,C,1,1,0,A,0.0,,66.13910626410507,21.548159559024498,727,58,1,,,0.0,C,0.0,,4
371,372,5,D,1,1,0,C,0.0,,20.412056752946228,12.575602325145155,303,58,1,,,0.0,D,0.0,,5
372,373,6,C,1,0,0,,,,8.39149409509264,,2169,58,0,,,,C,,,6
373,374,7,A,1,1,0,A,1.0,,21.95301903388463,13.121093791211024,1341,58,1,,,1.0,A,0.0,,7
374,375,8,C,1,1,0,C,1.0,,60.65433949488215,10.0978808500804,1603,58,1,,,1.0,C,0.0,,8
375,376,9,D,1,0,1,B,0.0,D,13.598415964981541,4.674853468080983,586,58,1,0.0,0.0,0.0,D,0.0,0.0,9
376,377,10,B,1,1,0,B,1.0,,26.59407065808773,7.46087592211552,569,58,1,,,1.0,B,0.0,,10
377,378,11,A,0,1,0,C,0.0,,39.07868383289315,23.62528101890348,1000,58,1,,,0.0,B,0.0,,11
378,379,8,B,0,0,1,A,1.0,B,7.251128033967689,1.9803515810053796,2527,58,1,0.0,0.0,0.0,A,0.0,0.0,12
379,380,8,C,1,0,0,,,,5.257445752155036,,2673,58,0,,,,C,,,13
380,381,9,A,0,1,0,A,0.0,,24.0485160110984,11.714478319045156,1105,58,1,,,1.0,B,1.0,,14
381,382,8,A,0,1,0,A,0.0,,60.87306381203234,9.89303142298013,1993,58,1,,,1.0,C,1.0,,15
382,383,8,A,1,0,0,,,,7.505109490128234,,501,58,0,,,,A,,,16
383,384,9,A,1,1,0,A,1.0,,24.475190709112212,16.091450047912076,2094,58,1,,,1.0,A,0.0,,17
384,385,10,B,1,0,1,B,1.0,D,32.48027648613788,12.704086384968832,1848,58,1,1.0,1.0,1.0,B,0.0,0.0,18
385,386,11,C,1,1,0,C,1.0,,24.674415968824178,18.05216674716212,327,58,1,,,1.0,C,0.0,,19
386,387,12,B,1,0,1,C,0.0,B,8.383022994035855,2.351461553014815,2441,58,1,0.0,0.0,0.0,B,0.0,0.0,20
387,388,1,D,1,0,0,,,,20.537588143954054,,1499,60,0,,,,D,,,0
388,389,2,D,1,0,0,,,,9.81739975581877,,653,60,0,,,,D,,,1
389,390,3,A,1,1,0,A,1.0,,102.76357031799853,87.00030434201472,462,60,1,,,1.0,A,0.0,,2
390,391,4,D,1,1,0,D,1.0,,89.66262931609526,81.01071316190064,689,60,1,,,1.0,D,0.0,,3
391,392,5,C,1,0,0,,,,56.75293271616101,,60,60,0,,,,C,,,4
392,393,6,C,1,1,0,D,0.0,,76.78971947799437,30.620888876961544,1504,60,1,,,0.0,C,0.0,,5
393,394,7,C,1,1,0,A,0.0,,75.49672080692835,10.07079520681873,2741,60,1,,,0.0,C,0.0,,6
394,395,8,A,1,1,0,A,1.0,,65.74353054398671,11.329222418135032,3014,60,1,,,1.0,A,0.0,,7
395,396,9,B,1,1,0,D,0.0,,19.84660440310836,14.68237132113427,1430,60,1,,,0.0,B,0.0,,8
396,397,10,B,0,1,0,B,0.0,,26.340871340828016,13.278571322094649,1107,60,1,,,1.0,A,1.0,,9
397,398,8,C,0,1,0,C,0.0,,96.20374564803205,16.381907294038683,195,60,1,,,1.0,D,1.0,,10
398,399,8,D,1,0,1,C,0.0,D,26.556101423921064,16.870909843128175,541,60,1,0.0,0.0,0.0,D,0.0,0.0,11
399,400,9,B,1,1,0,B,1.0,,19.295113974018022,10.733747414080426,1176,60,1,,,1.0,B,0.0,,12
400,401,10,D,0,1,0,D,0.0,,50.27830678317696,22.8718225939665,558,60,1,,,1.0,C,1.0,,13
